keys,ja,en,zh_CN,zh_TW,ko,ru
CARD_0187,普段は静かに佇むお地蔵さまが、激しい憤怒の表情を浮かべることがあります。一般的に、怒りの表情の地蔵は悪魔に対する勇猛さや、見た者の内面を映し出すと言われますが、この「おこりじぞう」は、目撃者の精神に有害な影響を与えます。その発現条件は現在調査中ですが、奇妙なことに、おこりじぞうを目撃した調査隊員は皆、その怒りの表情に心当たりがないと証言しています。\nレポート確認者追記：\n　目撃者たちは何かを隠している。調査隊で禁じられている行為と関連があるのではないか。）,"The Jizo statue, which usually stands quietly, may sometimes assume an expression of intense wrath. Generally, a Jizo with an angry expression is said to symbolize bravery against demons or to reflect the inner state of whoever looks upon it. However, this ""Wrathful Jizo"" exerts a harmful influence on the mental state of eyewitnesses. Its manifestation conditions are currently under investigation, but strangely, all investigation team members who witnessed the Wrathful Jizo have testified that they have no idea why it would look so angry.\nAddendum by Report Reviewer:\n The witnesses are hiding something. Could it be related to an act that is strictly forbidden within the investigation team?",平常静静伫立的地藏菩萨，有时会浮现出激烈愤怒的表情。一般而言，据说呈现愤怒表情的地藏，象征著对抗恶魔的勇猛，或是反映出目击者的内心，但这尊「愤怒地藏」，却会对目击者的精神造成有害的影响。其出现的条件目前仍在调查中，但奇怪的是，所有目击过愤怒地藏的调查队员，都异口同声表示对那副愤怒的表情毫无头绪。\n报告确认者补充：\n　目击者们似乎在隐瞒著什么。会不会与调查队内被禁止的行为有关？）,平常靜靜佇立的地藏菩薩，有時會浮現出激烈憤怒的表情。一般而言，據說呈現憤怒表情的地藏，象徵著對抗惡魔的勇猛，或是反映出目擊者的內心，但這尊「憤怒地藏」，卻會對目擊者的精神造成有害的影響。其出現的條件目前仍在調查中，但奇怪的是，所有目擊過憤怒地藏的調查隊員，都異口同聲表示對那副憤怒的表情毫無頭緒。\n報告確認者補充：\n　目擊者們似乎在隱瞞著什麼。會不會與調查隊內被禁止的行為有關？）,"평소에는 조용히 서 계신 지장보살이 격렬한 분노의 표정을 짓는 경우가 있습니다. 일반적으로 분노의 표정을 지은 지장보살은 악마에 대한 용맹함이나, 보는 이의 내면을 비춘다고 알려져 있지만, 이「분노한 지장보살」은 목격자의 정신에 해로운 영향을 미칩니다. 그 발현 조건은 현재 조사 중이지만, 기묘하게도 화난 지장보살을 목격한 조사대원들은 모두 그 분노의 표정에 대해 아무런 연상되는 바가 없다고 증언하고 있습니다.\n보고서 확인자 추가 기재 :\n　목격자들은 무언가를 숨기고 있다. 조사대에서 금지된 행위와 관련이 있는 것은 아닐까.)",
沈まない夕日,沈まない夕日,The Unsetting Sun,永不沉没的落日,永不沉沒的落日,지지 않는 석양,Не заходящее солнце
CARD_0189,夕日が綺麗 +?日,Beautiful sunset. +? Day,夕阳真美。+?天,夕陽真美。+?天,석양이 아름답다. +?일,Красивый закат. +? день
CARD_0190,外は夕暮れのまま、何も起きていないように見えるが、ものすごい時間が経過する。,"Outside remains in a state of twilight and nothing seems to be happening, yet an immense amount of time slips away.",外面始终维持著黄昏的景象，看似什么都没有发生，实际上却已经过了惊人的时间。,外面始終維持著黃昏的景象，看似什麼都沒有發生，實際上卻已經過了驚人的時間。,"밖은 여전히 해질녘인 채로, 아무 일도 일어나지 않은 것처럼 보이지만, 엄청난 시간이 흐른다.",
CARD_0191,「沈まない夕日」。この階層の通称が、そのままこの怪異の名前となっています。詳細については、特別階報告書の同名ファイルを参照してください。ここでは、一言だけ警告しておきます。決して、この階層には近づかないでください。,"""The Unsetting Sun."" The common name of this floor is directly used as the name of this Aberration. For further details, please refer to the file of the same name in the Special Floor Report. Here, let us leave you with just a single word of warning: Do not, under any circumstances, approach this floor.",「不会西沉的夕阳」。这层楼的通称，直接就成了这个怪异的名字。详细内容请参阅特殊楼层报告书中的同名档案。在此仅提出一句警告：绝对不要靠近这层楼。,「不會西沉的夕陽」。這層樓的通稱，直接就成了這個怪異的名字。詳細內容請參閱特殊樓層報告書中的同名檔案。在此僅提出一句警告：絕對不要靠近這層樓。,「지지 않는 석양」. 이 층의 통칭이 그대로 이 괴이 현상의 이름이 되었습니다. 자세한 내용은 특별층 보고서의 동명 파일을 참조해 주십시오. 여기서는 한 마디만 경고해 두겠습니다. 절대로 이 층에 접근하지 마십시오.,
DON'T TURN OFF!,DON'T TURN OFF!,DON'T TURN OFF!,DON'T TURN OFF!,DON'T TURN OFF!,DON'T TURN OFF!,DON'T TURN OFF!
CARD_0193,英語が読めない場合は壁のスイッチOFF,If can't read English， flips wall switch OFF.,无法阅读英语时，会关掉墙上的开关。,無法閱讀英語時，會關掉牆上的開關。,영어를 읽을 수 없는 경우 벽의 스위치를 OFF 한다,Нажми если не знаешь английский.
CARD_0194,壁のスイッチをOFFにしてはいけないという意味の別の探索者の残した壁の文字。,"Writing left on the wall by another investigator, meaning that the wall switch must not be turned OFF.",另一位探索者留在墙上的文字，意思是不能把墙上的开关切到OFF。,另一位探索者留在牆上的文字，意思是不能把牆上的開關切到OFF。,"벽에 적힌, 벽의 스위치를 끄면 안 된다는 의미를 담은 다른 탐험가가 남긴 글자.",
CARD_0195,壁や床に、ガチおじによって「DON'T TURN OFF!」というメッセージが書き残されていることがあります。照明器具や空調設備、用途不明の装置など、様々なものがありますが、もしこのメッセージと共にそのような物を見つけた場合、絶対に電源を切るような行為は避けるべきです。\n英語を理解できないフレンズと行動を共にしている場合は、このメッセージの重要性を彼らにしっかりと伝え、決して触らないように注意を促してください。,"Sometimes, messages that read ""DON'T TURN OFF!"" are left written on the walls or floors by Gachi-Oji. These can be found near lighting fixtures, air conditioning equipment, or devices with unknown purposes. If you find such items along with this message, you must absolutely avoid any action that turns off their power.\nIf you are traveling with Friends who do not understand English, make sure to clearly convey the importance of this message to them and warn them never to touch them.",墙壁或地板上，有时会留有攻略大叔写下的「DON'T TURN OFF!」讯息。照明设备、空调设施、用途不明的装置等等，种类各式各样，但如果发现这样的东西旁边附带这则讯息，就绝对应该避免做出切断电源之类的行为。\n如果是与听不懂英语的Friends一起行动，就必须确实向她们传达这则讯息的重要性，并提醒她们绝对不要去触碰。,牆壁或地板上，有時會留有攻略大叔寫下的「DON'T TURN OFF!」訊息。照明設備、空調設施、用途不明的裝置等等，種類各式各樣，但如果發現這樣的東西旁邊附帶這則訊息，就絕對應該避免做出切斷電源之類的行為。\n如果是與聽不懂英語的Friends一起行動，就必須確實向她們傳達這則訊息的重要性，並提醒她們絕對不要去觸碰。,"벽이나 바닥에「DON'T TURN OFF!」라는 메시지가 ‘진심 아저씨’에 의해 적혀 있는 경우가 있습니다. 조명 기구나 공조 설비, 용도를 알 수 없는 장치 등 다양한 것들이 있는데, 만약 이 메시지와 함께 그런 물건을 발견했다면 절대로 전원을 끄는 행위를 해서는 안 됩니다.\n영어를 이해하지 못하는 프렌즈들과 함께 있는 경우, 이 메시지의 중요성을 그들에게 확실히 전달하고 절대 만지지 않도록 주의를 주십시오.",
光を食べる虫,光を食べる虫,Light-Eating Insect,食光虫,食光蟲,빛을 먹는 벌레,Пожиратель света
CARD_0197,壁のスイッチをOFFにしてしまった場合は,If wall switch is OFF:,墙上的开关被关掉时，,牆上的開關被關掉時，,벽의 스위치를 OFF 했을 경우에,Если выключатель в положении OFF
CARD_0198,光を食べる。光がない場合、生物を食べる。,"It consumes light. In the absence of light, it consumes living organisms.",以光为食。若没有光，则会吞食生物。,以光為食。若沒有光，則會吞食生物。,빛을 먹는다. 빛이 없을 때는 생물을 먹는다.,
CARD_0199,電灯のスイッチをOFFにし、消灯すると、同時にそれまで光に群がっていた無数の虫たちが襲いかかってきます。これらの虫は光合成によって成長するらしく、光の供給源を的確に把握しているようです。光が途絶えると、その原因となったもの、つまりスイッチを切った者に対して積極的に攻撃を仕掛けます。普段は光の元に集まっていますが、繁殖期には一時的にどこかに姿を消すようです。電灯をわざわざ消すのはありえないと思うかもしれませんが、命からがら逃走した重症者は、「電灯を点けようとしていた」のです。,"When you turn OFF the light switch and extinguish the lights, countless insects that had been swarming around the light until then will attack at the exact same moment. These insects apparently grow through photosynthesis and seem to precisely recognize the source of light supply. When the light is cut off, they aggressively launch an attack against whatever caused it—in other words, the person who flipped the switch. Usually, they gather around the source of light, but they temporarily disappear somewhere during their breeding season. You might think it is impossible for anyone to go out of their way to turn off the lights, but a severely injured survivor who narrowly escaped with their life was actually ""trying to turn the lights ON.""",把电灯开关切到OFF、熄灭灯光的同时，原本聚集在光源周围的无数虫子，便会展开袭击。这些虫子似乎是靠光合作用成长的，能够准确掌握光源的位置。一旦光线中断，牠们就会积极地攻击造成这个结果的人，也就是关掉开关的那个人。牠们平常会聚集在光源周围，但在繁殖期似乎会暂时消失到某处。或许有人会觉得，特地把灯关掉根本不可能发生，但那些拼了命才逃出来、身受重伤的人，当时其实正是「打算把灯点亮」。,把電燈開關切到OFF、熄滅燈光的同時，原本聚集在光源周圍的無數蟲子，便會展開襲擊。這些蟲子似乎是靠光合作用成長的，能夠準確掌握光源的位置。一旦光線中斷，牠們就會積極地攻擊造成這個結果的人，也就是關掉開關的那個人。牠們平常會聚集在光源周圍，但在繁殖期似乎會暫時消失到某處。或許有人會覺得，特地把燈關掉根本不可能發生，但那些拼了命才逃出來、身受重傷的人，當時其實正是「打算把燈點亮」。,"전등 스위치를 OFF로 하여 불을 끄면, 그동안 빛 주위에 몰려있던 무수한 벌레들이 동시에 달려듭니다. 이 벌레들은 광합성을 통해 성장하는 듯하며, 빛의 공급원을 정확히 파악하고 있는 것 같습니다. 빛이 끊기면 그 원인이 된 것, 즉 스위치를 끈 대상에게 적극적으로 공격을 가합니다. 평소에는 빛 주위에 모여 있지만, 번식기에는 일시적으로 어디론가 자취를 감추는 것으로 보입니다. 전등을 굳이 끄는 일이 있을 수 없다고 생각할 수도 있지만, 간신히 탈출한 중상자는「전등을 켜려고 했다」고 증언합니다.",
